job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
140494,1605,Data Engineer,AWS Data Engineer - Hybrid - Salary $115k-$170k,"Thousand Oaks, CA",via LinkedIn,Full-time,FALSE,Sudan,2/25/2023,FALSE,FALSE,Sudan,year,142500,
141208,582977,Business Analyst,IT Business Intelligence Analyst,"Denton, TX",via Adzuna,Full-time,FALSE,"Texas, United States",1/27/2023,FALSE,FALSE,United States,year,112500,
142488,8001,Data Analyst,Data Management Administrator I,"St Charles, MO",via Ai-Jobs.net,Full-time,FALSE,"Illinois, United States",12/31/2022,FALSE,FALSE,United States,year,63000,
143342,148157,Data Engineer,DBA/Data Engineer,"Troy, MI",via Indeed,Full-time,FALSE,"Texas, United States",3/27/2023,FALSE,FALSE,United States,year,122500,
144137,841,Data Scientist,Data Scientist - Commerce Search&Recommendation,"San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",8/15/2023,FALSE,TRUE,United States,year,242500,
144450,71828,Data Analyst,Data Analyst,"San Francisco, CA",via Ai-Jobs.net,Full-time,FALSE,"California, United States",6/21/2023,FALSE,TRUE,United States,year,240000,
145712,228125,Data Analyst,Data Analyst - Veeva Compass Solutions Consulting,"San Francisco, CA",via Ladders,Full-time,FALSE,"California, United States",9/20/2023,TRUE,FALSE,United States,year,95000,
146771,156,Data Engineer,Data Engineer,"Portland, OR",via LinkedIn,Full-time,FALSE,"Florida, United States",7/19/2023,TRUE,FALSE,United States,year,145000,
148446,583195,Senior Data Engineer,Senior Data Engineer,"Chicago, IL",via Dice.com,Contractor,FALSE,Georgia,5/16/2023,FALSE,TRUE,United States,year,175500,
148502,25097,Senior Data Analyst,"Senior Data Analyst (Greater NYC Area, NY)","New York, NY",via Built In NYC,Full-time,FALSE,"New York, United States",5/12/2023,TRUE,TRUE,United States,year,130000,
149106,13429,Data Engineer,Data Engineer / Data Governance,"Sunnyvale, CA",via Indeed,Full-time,FALSE,Sudan,5/30/2023,TRUE,TRUE,Sudan,year,125000,
151561,29902,Data Scientist,"Senior, Data Scientist (9443)",Anywhere,via LinkedIn,Full-time,TRUE,"Texas, United States",2/2/2023,FALSE,TRUE,United States,year,125000,
152387,2297,Senior Data Engineer,Senior Data Engineer,"New York, NY",via LinkedIn,Full-time,FALSE,"California, United States",3/17/2023,FALSE,FALSE,United States,year,250000,
153329,960,Data Scientist,Data Scientist I/II (Savings and Membership),"Pensacola, FL",via Indeed,Full-time,FALSE,"Florida, United States",6/1/2023,FALSE,FALSE,United States,year,136400,
154130,1529,Senior Data Engineer,Senior Data Engineer,"New York, NY",via LinkedIn,Full-time,FALSE,"Florida, United States",5/11/2023,FALSE,TRUE,United States,year,180000,
155035,583406,Data Scientist,IC20DS2 - Mid Level Data Scientist - Cleared,"Annapolis Junction, MD",via Ai-Jobs.net,Full-time,FALSE,Georgia,5/16/2023,FALSE,TRUE,United States,year,87705,
156430,162,Data Scientist,Principal Data Scientist,United States,via Central Illinois Proud Jobs,Full-time,FALSE,"Texas, United States",1/4/2023,FALSE,FALSE,United States,year,212500,
157103,8135,Data Analyst,Data Analyst,"Alpharetta, GA",via Indeed,Full-time,FALSE,Georgia,3/28/2023,FALSE,FALSE,United States,year,127500,
157256,6413,Machine Learning Engineer,Senior Machine Learning Engineer,"Toronto, ON, Canada",via Ai-Jobs.net,Full-time,FALSE,Canada,6/2/2023,FALSE,FALSE,Canada,year,166000,
157544,18407,Senior Data Engineer,"Senior Software Engineer, Data Platform",,via Ai-Jobs.net,Full-time,FALSE,South Korea,3/7/2023,TRUE,FALSE,South Korea,year,79200,
157805,93764,Data Engineer,AWS Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"Illinois, United States",3/20/2023,FALSE,TRUE,United States,year,87500,
158772,27,Senior Data Scientist,Senior Data Scientist,Anywhere,via Indeed,Full-time,TRUE,"California, United States",4/29/2023,FALSE,TRUE,United States,year,152500,
158987,545897,Data Scientist,Data Scientist,"Poway, CA",via Indeed,Full-time,FALSE,"California, United States",8/31/2023,FALSE,FALSE,United States,year,134749,
159721,841,Data Engineer,"Data Engineer, Data & Insights - USDS","Seattle, WA",via LinkedIn,Full-time,FALSE,Georgia,11/29/2023,FALSE,TRUE,United States,year,182500,
159795,453,Data Engineer,Azure Data Engineer,United States,via Dice,Full-time,FALSE,"New York, United States",2/28/2023,FALSE,TRUE,United States,year,157500,
160236,13454,Data Scientist,Staff Data Scientist,"San Jose, CA",via Ladders,Full-time,FALSE,"California, United States",5/30/2023,FALSE,TRUE,United States,year,200000,
160280,797,Data Engineer,Big Data Engineer,"Oak Brook, IL",via Robert Half,Full-time,FALSE,Sudan,12/7/2023,TRUE,FALSE,Sudan,year,110000,
160756,841,Data Scientist,"Data Scientist, Global Monetization Strategy & Analytics","San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",11/29/2023,FALSE,TRUE,United States,year,285500,
161094,453,Data Engineer,Business Intelligence Data Engineer,"Tampa, FL",via Dice,Full-time,FALSE,"Texas, United States",3/8/2023,FALSE,FALSE,United States,year,117500,
161209,41714,Data Engineer,Data Engineer,"Zwolle, Netherlands",via Ai-Jobs.net,Full-time,FALSE,Netherlands,3/1/2023,FALSE,FALSE,Netherlands,year,98283,
161293,21367,Software Engineer,Senior Data and Software Engineer,"San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",11/27/2023,FALSE,TRUE,United States,year,152500,
161376,583618,Data Analyst,Lead Data Analyst - Diversity & Inclusion (D&I),"St. Petersburg, FL",via Adzuna,Full-time,FALSE,"Florida, United States",2/13/2023,FALSE,TRUE,United States,year,135000,
162135,19247,Data Engineer,Big Data Engineer,Poland,via Ai-Jobs.net,Full-time,FALSE,Poland,4/15/2023,TRUE,FALSE,Poland,year,45000,
163190,162,Senior Data Engineer,Senior Data Science Engineer,California,via Central Illinois Proud Jobs,Full-time,FALSE,"California, United States",1/4/2023,FALSE,FALSE,United States,year,185000,
163226,92875,Data Analyst,Data Analyst 3 - 00203,"Albany, NY",via LinkedIn,Full-time,FALSE,"New York, United States",2/28/2023,FALSE,TRUE,United States,year,109159,
163539,402333,Machine Learning Engineer,Machine Learning Engineer,Anywhere,via EchoJobs,Full-time,TRUE,Canada,6/27/2023,FALSE,TRUE,Canada,year,145000,
163638,27073,Data Analyst,Business Data Analyst,Belgium,via Ai-Jobs.net,Full-time,FALSE,Belgium,11/8/2023,FALSE,FALSE,Belgium,year,54988,
164252,1925,Data Scientist,Lead Data Scientist,"Minneapolis, MN",via My Stateline Jobs,Full-time,FALSE,"Illinois, United States",8/21/2023,FALSE,TRUE,United States,year,176274,
164596,62567,Data Analyst,Data Analyst,Anywhere,via Get.It,Full-time,TRUE,"Florida, United States",8/3/2023,FALSE,TRUE,United States,year,76007,
165191,2852,Data Engineer,"Data Engineer, Business Intelligence","Los Angeles, CA",via Ai-Jobs.net,Full-time,FALSE,Sudan,7/9/2023,TRUE,TRUE,Sudan,year,157500,
165969,2778,Data Scientist,Data Scientist,"Herndon, VA",via LinkedIn,Full-time,FALSE,Georgia,7/24/2023,FALSE,FALSE,United States,year,72500,
167378,87322,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"California, United States",10/5/2023,FALSE,TRUE,United States,year,175000,
168057,27,Data Engineer,Sr. Data Engineer,Anywhere,via Indeed,Full-time,TRUE,"California, United States",6/12/2023,FALSE,TRUE,United States,year,150000,
168210,107046,Data Analyst,Data Analyst,"Chicago, IL",via Indeed,Full-time,FALSE,"Illinois, United States",5/25/2023,FALSE,TRUE,United States,year,100000,
168283,19247,Data Scientist,Junior Data Scientist (Data & AI),Poland,via Ai-Jobs.net,Full-time,FALSE,Poland,2/11/2023,FALSE,FALSE,Poland,year,69962,
168679,17599,Data Engineer,Data Engineer II (Remote),"Austin, TX",via Ladders,Full-time,FALSE,"New York, United States",7/22/2023,TRUE,FALSE,United States,year,90000,
170953,6152,Data Engineer,Sr Data Engineer,"Johnston, RI",via Indeed,Full-time,FALSE,"Texas, United States",6/30/2023,TRUE,TRUE,United States,year,126300,
173093,12264,Data Scientist,Lead Data Scientist,"Santa Monica, CA",via Indeed,Full-time,FALSE,"California, United States",8/26/2023,FALSE,TRUE,United States,year,174720,
173686,1617,Data Engineer,Data Engineer,"Raleigh, NC",via Indeed,Contractor,FALSE,"Illinois, United States",11/13/2023,FALSE,TRUE,United States,year,122500,
174256,841,Data Scientist,"Data Scientist - Tiktok Ads, Ads Measurement","Mountain View, CA",via LinkedIn,Full-time,FALSE,"California, United States",12/29/2023,FALSE,TRUE,United States,year,224500,
176836,841,Data Engineer,"Data Engineer, Big Data Privacy and Security","Seattle, WA",via LinkedIn,Full-time,FALSE,"Illinois, United States",6/18/2023,FALSE,TRUE,United States,year,161975,
177328,47979,Data Engineer,Data Engineer,"Dallas, TX",via LinkedIn,Full-time,FALSE,"California, United States",4/10/2023,FALSE,TRUE,United States,year,137500,
177830,381944,Data Engineer,Data Engineer,"Columbus, OH",via LinkedIn,Full-time,FALSE,"California, United States",9/20/2023,TRUE,FALSE,United States,year,160000,
178201,46203,Senior Data Scientist,"SENIOR DATA SCIENTIST, QUALITY","Thousand Oaks, CA",via Ladders,Full-time,FALSE,"California, United States",5/31/2023,FALSE,TRUE,United States,year,167186,
178592,6882,Senior Data Analyst,"Senior Data Analyst, GTM","San Francisco, CA",via Ladders,Full-time,FALSE,"California, United States",6/16/2023,FALSE,FALSE,United States,year,150000,
178948,3272,Data Engineer,Sr. Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"Illinois, United States",2/15/2023,FALSE,FALSE,United States,year,120000,
180626,8837,Data Scientist,Lead Data Scientist,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,FALSE,India,12/12/2023,FALSE,FALSE,India,year,114516,
181462,1529,Data Engineer,Data Engineer,Texas,via LinkedIn,Full-time,FALSE,"Texas, United States",1/5/2023,FALSE,TRUE,United States,year,160000,
182193,584253,Data Engineer,Lead Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"California, United States",6/26/2023,FALSE,FALSE,United States,year,151000,
182304,584256,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"California, United States",5/15/2023,FALSE,FALSE,United States,year,130000,
182391,140020,Data Analyst,Data Analyst - Data17812,"Milwaukee, WI",via Indeed,Full-time,FALSE,"Illinois, United States",7/18/2023,TRUE,TRUE,United States,year,120000,
186581,11215,Data Analyst,Alternance Consultant(e) Data Analytics - H/F,"Lyon, France",via Ai-Jobs.net,Full-time,FALSE,France,6/9/2023,FALSE,FALSE,France,year,56700,
186635,160002,Data Scientist,Data Scientist,"Remote, OR",via BeBee,Full-time and Temp work,FALSE,"California, United States",11/24/2023,FALSE,FALSE,United States,year,75000,
186978,193802,Data Engineer,Blockchain Data Engineer,,via LinkedIn,Full-time,FALSE,Georgia,9/13/2023,FALSE,TRUE,United States,year,162500,
187559,2457,Data Scientist,Research Analyst - Grid Edge,"Houston, TX",via Ai-Jobs.net,Full-time,FALSE,"Texas, United States",2/23/2023,FALSE,FALSE,United States,year,90000,
187683,10341,Business Analyst,Business Intelligence Engineer II - AMZ5981341,"Tempe, AZ",via Ai-Jobs.net,Full-time,FALSE,Sudan,7/14/2023,FALSE,FALSE,Sudan,year,99150,
187717,295,Data Scientist,"Data Science Manager, Risk Interventions - Remote","Philadelphia, PA",via IT JobServe,Full-time,FALSE,"New York, United States",9/6/2023,FALSE,FALSE,United States,year,281450,
188173,162,Data Scientist,Director of Data Science,"Irvine, CA",via KSNT Jobs,Full-time,FALSE,"California, United States",1/5/2023,FALSE,FALSE,United States,year,212500,
188390,2783,Data Scientist,Data Scientist (P2742).,"Palo Alto, CA",via Ai-Jobs.net,Full-time,FALSE,"California, United States",3/2/2023,FALSE,FALSE,United States,year,117500,
189453,12533,Data Engineer,Lead Data Engineer,"San Francisco, CA",via LinkedIn,Full-time,FALSE,"Illinois, United States",6/22/2023,FALSE,TRUE,United States,year,175000,
190273,6152,Data Scientist,Principal Data Scientist- Fraud AI/ML,"Johnston, RI",via Indeed,Full-time,FALSE,"New York, United States",8/16/2023,FALSE,TRUE,United States,year,150000,
190559,2045,Senior Data Engineer,Senior Data Engineer,"Oakland, CA",via LinkedIn,Full-time,FALSE,Georgia,7/6/2023,FALSE,FALSE,United States,year,160000,
190999,162,Senior Data Scientist,Senior Data Scientist,"San Francisco, CA",via Indeed,Internship,FALSE,"California, United States",6/14/2023,FALSE,FALSE,United States,year,175000,
195654,156,Senior Data Engineer,Sr. Data Engineer (1 Day onsite in Atlanta),Georgia,via LinkedIn,Full-time,FALSE,Georgia,4/25/2023,FALSE,FALSE,United States,year,140000,
198940,367,Data Engineer,"Principal Data Engineer, Tech Lead","San Bruno, CA",via Ladders,Full-time,FALSE,"California, United States",6/23/2023,FALSE,TRUE,United States,year,200000,
200166,11257,Data Engineer,Azure Data Engineer,Anywhere,via Indeed,Full-time,TRUE,Sudan,10/11/2023,TRUE,FALSE,Sudan,year,120000,
200616,841,Data Analyst,TikTok Shop - Data Analyst,"San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",12/30/2023,FALSE,TRUE,United States,year,222094,
203103,179976,Data Analyst,"Data Analytics Manager, Revenue Cycle Management","Addison, TX",via LinkedIn,Full-time,FALSE,"Texas, United States",7/31/2023,FALSE,FALSE,United States,year,115000,
203258,13653,Data Analyst,Data Analyst II (Healthcare Analytics),"Dos Palos, CA",via KSNT Jobs,Full-time,FALSE,"California, United States",2/27/2023,FALSE,TRUE,United States,year,72250,
204066,841,Data Scientist,"Data Scientist, Ecommerce Risk Control","San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",5/27/2023,FALSE,TRUE,United States,year,178500,
204111,584939,Data Engineer,Lead Data Engineer,"Naperville, IL",via Dice,Full-time,FALSE,"Illinois, United States",7/28/2023,TRUE,FALSE,United States,year,100000,
204505,584949,Data Scientist,Director Data Science,United States,via LinkedIn,Full-time,FALSE,Sudan,9/30/2023,FALSE,FALSE,Sudan,year,255000,
205855,7333,Data Analyst,Junior Data Analyst,"San Francisco, CA",via Adzuna,Full-time,FALSE,"California, United States",7/10/2023,FALSE,TRUE,United States,year,75000,
206200,162,Senior Data Scientist,Senior Data Scientist,United States,via LinkedIn,Full-time,FALSE,"Illinois, United States",5/3/2023,FALSE,FALSE,United States,year,170000,
208243,295,Data Scientist,"Data Science Manager, Risk Interventions - Remote","San Jose, CA",via IT JobServe,Full-time,FALSE,"California, United States",9/6/2023,FALSE,FALSE,United States,year,281450,
209060,1117,Data Engineer,Data Engineer,"Illinois City, IL",via SaluteMyJob,Full-time,FALSE,"Florida, United States",11/22/2023,FALSE,TRUE,United States,year,113250,
209456,39640,Data Scientist,Project Manager - Data Science,"Charlotte, NC",via Indeed,Full-time,FALSE,Georgia,6/26/2023,FALSE,TRUE,United States,year,135000,
211467,6098,Data Analyst,Fraud Operations - Fraud Data Analyst Manager,"Marshallton, DE",via LifeworQ,Full-time,FALSE,"New York, United States",12/8/2023,FALSE,FALSE,United States,year,136793,
214595,162,Senior Data Engineer,Senior Data Engineer,United States,via LinkedIn,Full-time,FALSE,"Illinois, United States",10/12/2023,TRUE,FALSE,United States,year,160000,
215111,797,Data Engineer,Data Engineer,"Baton Rouge, LA",via Dice,Full-time,FALSE,Sudan,12/6/2023,TRUE,TRUE,Sudan,year,110000,
216174,323801,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"California, United States",6/13/2023,FALSE,TRUE,United States,year,125000,
216526,56108,Senior Data Scientist,Senior Data Scientist,United States,via LinkedIn,Full-time,FALSE,Sudan,9/4/2023,FALSE,FALSE,Sudan,year,200000,
217149,1668,Data Engineer,Data Engineer,"Seattle, WA",via Ladders,Full-time,FALSE,"Florida, United States",8/26/2023,TRUE,FALSE,United States,year,137112,
217672,841,Senior Data Scientist,"Senior Data Scientist, Quant Modeling","San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",7/31/2023,FALSE,TRUE,United States,year,184844,
217992,841,Senior Data Scientist,"Sr Data Scientist, Risk Data Mining","San Jose, CA",via LinkedIn,Full-time,FALSE,"California, United States",4/1/2023,FALSE,TRUE,United States,year,202500,
220743,44611,Data Engineer,Data Scientist/Data Engineer,Anywhere,via We Work Remotely,Full-time,TRUE,Ukraine,12/7/2023,FALSE,FALSE,Ukraine,year,75000,
220763,24770,Data Analyst,Data Analyst III,"Lake View Terrace, CA",via Big Country Jobs,Full-time,FALSE,"California, United States",5/25/2023,FALSE,TRUE,United States,year,92550,
220947,41888,Data Engineer,Lead Data Engineer - Hybrid,"Mississauga, ON, Canada",via Ladders,Full-time,FALSE,Canada,8/18/2023,FALSE,FALSE,Canada,year,125000,
221039,585454,Data Scientist,"Data Scientist, Shopping Monetization","San Francisco, CA",via Ladders,Full-time,FALSE,"California, United States",7/19/2023,FALSE,FALSE,United States,year,125000,
221309,264948,Software Engineer,"Full Stack Developer ll, Data Analytics l Forensic and Litigation...","Dallas, TX",via Ladders,Full-time,FALSE,"Texas, United States",6/27/2023,FALSE,TRUE,United States,year,90000,
222532,52,Data Analyst,Epic Reporting Analyst,"Tampa, FL",via BeBee,Full-time,FALSE,"Florida, United States",12/19/2023,TRUE,FALSE,United States,year,70000,
222599,44372,Data Scientist,Sr. Data Scientist,"Chicago, IL",via Ladders,Full-time,FALSE,"Illinois, United States",7/4/2023,FALSE,FALSE,United States,year,100000,
223130,37182,Data Scientist,Data Scientist,"Springfield, VA",via ZipRecruiter,Full-time,FALSE,Georgia,9/19/2023,FALSE,FALSE,United States,year,132368,
223294,210,Senior Data Engineer,Senior Data Engineer,"Austin, TX",via Ai-Jobs.net,Full-time,FALSE,"Texas, United States",6/14/2023,FALSE,TRUE,United States,year,147500,
223960,2772,Data Analyst,Data Analyst Jr (Bilingual),"Bogotá, Bogota, Colombia",via Ai-Jobs.net,Full-time,FALSE,Colombia,7/7/2023,TRUE,FALSE,Colombia,year,57500,
224911,162,Data Scientist,Head of Data Science,Anywhere,via LinkedIn,Full-time,TRUE,Sudan,1/19/2023,FALSE,FALSE,Sudan,year,205000,
225015,8871,Data Engineer,Data Engineer,"New York, NY",via LinkedIn,Full-time,FALSE,Georgia,7/30/2023,TRUE,FALSE,United States,year,155000,
225048,23994,Machine Learning Engineer,Senior Machine Learning Engineer - Ads Retrieval,"Amsterdam, Netherlands",via Ai-Jobs.net,Full-time,FALSE,Netherlands,6/27/2023,FALSE,FALSE,Netherlands,year,166000,
226291,6098,Senior Data Analyst,Data Senior Analyst,"Los Angeles, CA",via City National Bank - Talentify,Full-time,FALSE,"California, United States",2/8/2023,FALSE,FALSE,United States,year,124497,
226504,49,Data Analyst,Data Analyst - Analyst10254,"Madison, WI",via Indeed,Full-time,FALSE,"Illinois, United States",7/27/2023,TRUE,TRUE,United States,year,127500,
228221,138500,Senior Data Scientist,Senior Data Scientist / Information Architect,United States,via LinkedIn,Full-time,FALSE,"Illinois, United States",6/22/2023,FALSE,TRUE,United States,year,140000,
230022,585710,Data Engineer,Data Engineer,Anywhere,via ZipRecruiter,Full-time,TRUE,Georgia,6/23/2023,FALSE,FALSE,United States,year,132000,
231799,152,Data Engineer,Data Engineer,"Orlando, FL",via Adzuna,Full-time,FALSE,"Illinois, United States",2/23/2023,FALSE,TRUE,United States,year,92050,
232257,483,Data Scientist,Master Data Management Plants (f/m/div.),"Karlsruhe, Germany",via Ai-Jobs.net,Full-time,FALSE,Germany,8/18/2023,FALSE,FALSE,Germany,year,56700,
232498,9216,Data Engineer,Data Quality Engineer,"Milford, CT",via ZipRecruiter,Full-time,FALSE,"Florida, United States",12/22/2023,FALSE,FALSE,United States,year,136000,
235902,85935,Data Analyst,Administrative Analyst - Excel and SQL,"Washington, DC",via ZipRecruiter,Full-time,FALSE,"New York, United States",10/9/2023,TRUE,FALSE,United States,year,72500,
237496,156,Data Analyst,Quality Control Data Analyst,"Philadelphia, PA",via LinkedIn,Full-time,FALSE,"New York, United States",7/10/2023,FALSE,FALSE,United States,year,68000,
239523,161268,Data Engineer,JOB ID 10842: Data Engineer,"Irving, TX",via Indeed,Full-time,FALSE,Georgia,11/3/2023,FALSE,FALSE,United States,year,102096,
239924,4555,Data Scientist,"Principal, ML Ops and Data Science (work from home)","Jacksonville, FL",via ComputerJobs,Full-time,FALSE,"Florida, United States",8/19/2023,FALSE,TRUE,United States,year,132500,
240616,22543,Data Analyst,Technology Innovation & Analytics Data Analyst,Texas,via Indeed,Full-time,FALSE,Sudan,4/26/2023,TRUE,TRUE,Sudan,year,65000,
241531,53519,Data Scientist,Data Scientist,"Houston, TX",via Ladders,Full-time,FALSE,"Texas, United States",10/25/2023,FALSE,FALSE,United States,year,90000,
245175,246,Data Scientist,Federal - Data Scientist,Virginia,via JobServe,Full-time,FALSE,Georgia,8/13/2023,FALSE,FALSE,United States,year,144850,
245933,1617,Data Engineer,Data Engineer/Data Engineer,"Wilmington, DE",via Indeed,Contractor,FALSE,Georgia,9/13/2023,TRUE,FALSE,United States,year,125000,
246417,156,Data Scientist,SAS Data Scientist,Anywhere,via LinkedIn,Full-time,TRUE,"New York, United States",6/2/2023,FALSE,FALSE,United States,year,130000,
247153,2852,Data Scientist,"Data Scientist, Cash App Compliance","San Francisco, CA",via Ai-Jobs.net,Full-time,FALSE,"California, United States",7/18/2023,FALSE,TRUE,United States,year,171500,
247259,27,Senior Data Engineer,Senior Data Engineer in FinTech ($85k-$135k),"Fort Worth, TX",via Indeed,Full-time,FALSE,"California, United States",5/25/2023,FALSE,TRUE,United States,year,112500,
249037,3603,Senior Data Analyst,"Operations Data Analyst, Senior","Dublin, CA",via Ladders,Full-time,FALSE,"California, United States",7/11/2023,FALSE,FALSE,United States,year,115000,
250690,28036,Data Engineer,"Data Engineer, Azure",United States,via LinkedIn,Full-time and Contractor,FALSE,"New York, United States",10/11/2023,TRUE,FALSE,United States,year,100000,
252009,546890,Data Engineer,Data Engineer,"Atlanta, GA",via Ladders,Full-time,FALSE,"New York, United States",4/5/2023,FALSE,FALSE,United States,year,125000,
252673,841,Data Scientist,"Data Scientist, Risk Data Mining - USDS","Mountain View, CA",via LinkedIn,Full-time,FALSE,"California, United States",7/31/2023,FALSE,TRUE,United States,year,228222,
254079,88776,Data Scientist,Lead Data Scientist,Anywhere,via LinkedIn,Full-time,TRUE,"California, United States",7/24/2023,FALSE,FALSE,United States,year,175000,
255455,5180,Senior Data Engineer,Senior Data Engineer,"Sofia, Bulgaria",via Ai-Jobs.net,Full-time,FALSE,Bulgaria,3/17/2023,FALSE,FALSE,Bulgaria,year,147500,
257460,797,Data Engineer,Big Data Engineer,Anywhere,via Robert Half,Full-time,TRUE,"California, United States",1/30/2023,TRUE,FALSE,United States,year,140000,
257585,162,Senior Data Scientist,Senior Data Scientist,Anywhere,via LinkedIn,Full-time,TRUE,"Illinois, United States",5/3/2023,FALSE,TRUE,United States,year,170000,
257823,586503,Data Scientist,Mid-Level Data Scientist,Anywhere,via Indeed,Full-time,TRUE,"Illinois, United States",4/25/2023,FALSE,FALSE,United States,year,127500,
259103,586545,Data Engineer,GCP Data Engineer,"Sunrise, FL",via Indeed,Full-time,FALSE,Sudan,8/11/2023,FALSE,TRUE,Sudan,year,137532,
264322,5041,Data Analyst,Sr. Data Analyst,"San José Province, San José, Costa Rica",via Ai-Jobs.net,Full-time,FALSE,Costa Rica,8/30/2023,FALSE,FALSE,Costa Rica,year,111175,
264531,13558,Data Engineer,Data Engineer,,via LinkedIn,Contractor,FALSE,Sudan,10/12/2023,FALSE,FALSE,Sudan,year,155000,
264571,44372,Data Scientist,Sr. Data Scientist - Condition Monitoring,"Peoria, IL",via Ladders,Full-time,FALSE,"Illinois, United States",7/4/2023,FALSE,FALSE,United States,year,125000,
264752,2852,Senior Data Engineer,"Senior Data Engineer - Infrastructure, TIDAL","Berlin, Germany",via Ai-Jobs.net,Full-time,FALSE,Germany,3/22/2023,TRUE,FALSE,Germany,year,147500,
264772,69419,Senior Data Engineer,Lead SRE Data Engineering,"Raritan, NJ",via Dice.com,Full-time,FALSE,Georgia,8/25/2023,TRUE,FALSE,United States,year,140000,
265231,8027,Data Engineer,Python Data Engineer,"New York, NY",via LinkedIn,Full-time,FALSE,"California, United States",12/8/2023,TRUE,FALSE,United States,year,130000,
265347,797,Data Analyst,Data Warehouse Analyst,"Sancaktepe/?stanbul, Türkiye",via Robert Half,Full-time,FALSE,Turkey,2/2/2023,TRUE,FALSE,Turkey,year,110000,
268150,453,Senior Data Engineer,Senior Data Engineer,"Lehi, UT",via LinkedIn,Full-time,FALSE,"Illinois, United States",12/7/2023,FALSE,FALSE,United States,year,97500,
269185,6002,Data Scientist,"Data Scientist -Applied Math, Computer Science, Information...","Livermore, CA",via Adzuna,Part-time,FALSE,"California, United States",2/15/2023,FALSE,FALSE,United States,year,173500,
270629,9531,Data Scientist,People Analyst,"Westlake, TX",via Adzuna,Full-time,FALSE,"Texas, United States",2/13/2023,FALSE,FALSE,United States,year,111000,
270777,63737,Business Analyst,Business Intelligence Analyst,"Charleston, SC",via LinkedIn,Full-time,FALSE,Georgia,10/18/2023,FALSE,FALSE,United States,year,82500,
277073,60901,Data Analyst,Operations Data Analyst (Excel Analyst) - Hybrid,"Los Angeles, CA",via Indeed,Full-time,FALSE,"California, United States",4/4/2023,FALSE,FALSE,United States,year,95400,
279906,419364,Data Scientist,Data Scientist,"Washington, DC",via Indeed,Full-time,FALSE,"New York, United States",10/2/2023,FALSE,FALSE,United States,year,128816,
280123,192669,Senior Data Engineer,Sr Data Engineer (in-person in Aliso Viejo),"Aliso Viejo, CA",via ZipRecruiter,Full-time,FALSE,"California, United States",3/11/2023,FALSE,TRUE,United States,year,135000,
282787,156,Data Scientist,Director of Data Science,"Weston, FL",via LinkedIn,Full-time,FALSE,"Florida, United States",8/15/2023,FALSE,FALSE,United States,year,165000,
285395,7162,Data Scientist,Data Scientist,"Palo Alto, CA",via Indeed,Full-time,FALSE,"California, United States",7/29/2023,FALSE,FALSE,United States,year,183310,
285766,98,Data Analyst,"Partner Technology Manager, Data Analytics and AI","Austin, TX",via Ladders,Full-time,FALSE,"Texas, United States",7/28/2023,TRUE,TRUE,United States,year,254000,
285952,587231,Senior Data Scientist,Senior Data Scientist,Anywhere,via Indeed,Full-time,TRUE,Sudan,3/10/2023,FALSE,FALSE,Sudan,year,127500,
286376,1702,Senior Data Engineer,Remote Sr. AWS Data Engineer  (US Citizens or Green Card Holders...,Anywhere,via LinkedIn,Full-time,TRUE,Georgia,2/22/2023,TRUE,FALSE,United States,year,125000,
290406,797,Data Analyst,Data Analyst,"Fort Myers, FL",via Robert Half,Contractor,FALSE,"Florida, United States",1/20/2023,TRUE,FALSE,United States,year,75000,
291237,2624,Data Scientist,Data Scientist,United States,via LinkedIn,Full-time,FALSE,Sudan,1/12/2023,FALSE,FALSE,Sudan,year,187500,
291450,544165,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,Georgia,3/7/2023,FALSE,FALSE,United States,year,187500,
291677,156,Data Engineer,Data Engineer,"Dunwoody, GA",via LinkedIn,Full-time,FALSE,Sudan,3/29/2023,FALSE,TRUE,Sudan,year,145000,
294123,26,Data Scientist,Data Scientist,"Colorado Springs, CO",via Indeed,Full-time,FALSE,Sudan,1/4/2023,FALSE,FALSE,Sudan,year,120000,
296409,1617,Data Engineer,Data Engineer,"Dallas, TX",via LinkedIn,Full-time,FALSE,"New York, United States",7/20/2023,FALSE,TRUE,United States,year,122500,
